network,scan,step,filter,aggregation,model,generation_time
merged_f4_t20,merged,20,4,0,MULTI,0.41192350001074374
merged_f4_t10,merged,10,4,1,NETSPA,0.10692639998160303
merged_f4_t10,merged,10,4,1,TVA,0.13231529999757186
merged_f4_t10,merged,10,4,1,MULTI,0.20503280000411905
merged_f4_t0,merged,0,4,1,NETSPA,0.12307940001483075
merged_f4_t0,merged,0,4,1,TVA,0.21519780001835898
merged_f4_t0,merged,0,4,1,MULTI,0.1560241999977734
merged_f4_t10,merged,10,4,2,NETSPA,0.09515370000735857
merged_f4_t10,merged,10,4,2,TVA,0.16110299999127164
merged_f4_t10,merged,10,4,2,MULTI,0.0889043000061065
merged_f4_t20,merged,20,4,1,NETSPA,0.10527660002117045
merged_f4_t20,merged,20,4,1,TVA,0.2114603999943938
merged_f4_t20,merged,20,4,1,MULTI,0.11868919999687932
merged_f4_t0,merged,0,4,2,NETSPA,0.16439900000113994
merged_f4_t0,merged,0,4,2,TVA,0.0945841999782715
merged_f4_t0,merged,0,4,2,MULTI,0.10930129999178462
merged_f4_t10,merged,10,4,3,NETSPA,0.18048979999730363
merged_f4_t10,merged,10,4,3,TVA,0.08865680001326837
merged_f4_t10,merged,10,4,3,MULTI,0.08984620001865551
merged_f4_t20,merged,20,4,2,NETSPA,0.07718000002205372
merged_f4_t20,merged,20,4,2,TVA,0.1778999000089243
merged_f4_t20,merged,20,4,2,MULTI,0.10624900000402704
merged_f4_t0,merged,0,4,3,NETSPA,0.22274209998431616
merged_f4_t0,merged,0,4,3,TVA,0.07874620001530275
merged_f4_t0,merged,0,4,3,MULTI,0.1791137000254821
merged_f4_t20,merged,20,4,3,NETSPA,0.16718190000392497
merged_f4_t20,merged,20,4,3,TVA,0.07092359999660403
merged_f4_t20,merged,20,4,3,MULTI,0.0742735999810975
merged_f4_t30,merged,30,4,0,NETSPA,0.2206572000286542
merged_f4_t30,merged,30,4,0,TVA,0.22950899999705143
merged_f4_t30,merged,30,4,0,MULTI,0.41969300000346266
merged_f4_t40,merged,40,4,0,NETSPA,0.1689159999950789
merged_f4_t40,merged,40,4,0,TVA,0.252365499996813
merged_f4_t40,merged,40,4,0,MULTI,0.28233909999835305
merged_f4_t50,merged,50,4,0,NETSPA,0.20999410000513308
merged_f4_t50,merged,50,4,0,TVA,0.14756579999811947
merged_f4_t50,merged,50,4,0,MULTI,0.394001999986358
merged_f4_t40,merged,40,4,1,NETSPA,0.11355899999034591
merged_f4_t40,merged,40,4,1,TVA,0.17762500001117587
merged_f4_t40,merged,40,4,1,MULTI,0.1054312999767717
merged_f4_t30,merged,30,4,1,NETSPA,0.10828749998472631
merged_f4_t30,merged,30,4,1,TVA,0.19521840001107194
merged_f4_t30,merged,30,4,1,MULTI,0.11126279999734834
merged_f4_t50,merged,50,4,1,NETSPA,0.11457659999723546
merged_f4_t50,merged,50,4,1,TVA,0.17735879999236204
merged_f4_t50,merged,50,4,1,MULTI,0.1539265999745112
merged_f4_t30,merged,30,4,2,NETSPA,0.1637153999763541
merged_f4_t30,merged,30,4,2,TVA,0.06887809999170713
merged_f4_t30,merged,30,4,2,MULTI,0.08529740001540631
merged_f4_t40,merged,40,4,2,NETSPA,0.18826730002183467
merged_f4_t40,merged,40,4,2,TVA,0.09860860000480898
merged_f4_t40,merged,40,4,2,MULTI,0.06832259998191148
merged_f4_t50,merged,50,4,2,NETSPA,0.17241620001732372
merged_f4_t50,merged,50,4,2,TVA,0.10519279999425635
merged_f4_t50,merged,50,4,2,MULTI,0.09564620000310242
merged_f4_t30,merged,30,4,3,NETSPA,0.1685919999727048
merged_f4_t30,merged,30,4,3,TVA,0.07972030001110397
merged_f4_t30,merged,30,4,3,MULTI,0.20083930002874695
merged_f4_t40,merged,40,4,3,NETSPA,0.17521260000648908
merged_f4_t40,merged,40,4,3,TVA,0.0768718000035733
merged_f4_t40,merged,40,4,3,MULTI,0.19108989997766912
merged_f4_t50,merged,50,4,3,NETSPA,0.20987829999648966
merged_f4_t50,merged,50,4,3,TVA,0.07086290000006557
merged_f4_t50,merged,50,4,3,MULTI,0.1840731000120286
merged_f4_t60,merged,60,4,0,NETSPA,0.11841070000082254
merged_f4_t60,merged,60,4,0,TVA,0.17913819997920655
merged_f4_t60,merged,60,4,0,MULTI,0.3326609999930952
merged_f4_t70,merged,70,4,0,NETSPA,0.15864619999774732
merged_f4_t70,merged,70,4,0,TVA,0.29058170001371764
merged_f4_t70,merged,70,4,0,MULTI,0.294345100002829
merged_f4_t73,merged,73,4,0,NETSPA,0.1466214000247419
merged_f4_t73,merged,73,4,0,TVA,0.1771990000270307
merged_f4_t73,merged,73,4,0,MULTI,0.40809800001443364
merged_f4_t60,merged,60,4,1,NETSPA,0.09623320001992397
merged_f4_t60,merged,60,4,1,TVA,0.20323739998275414
merged_f4_t60,merged,60,4,1,MULTI,0.15849900001194328
merged_f4_t70,merged,70,4,1,NETSPA,0.11525820000679232
merged_f4_t70,merged,70,4,1,TVA,0.17420370000763796
merged_f4_t70,merged,70,4,1,MULTI,0.1100348999898415
merged_f4_t73,merged,73,4,1,NETSPA,0.09509930000058375
merged_f4_t73,merged,73,4,1,TVA,0.16322389998822473
merged_f4_t73,merged,73,4,1,MULTI,0.10641879998729564
merged_f4_t60,merged,60,4,2,NETSPA,0.19922280000173487
merged_f4_t60,merged,60,4,2,TVA,0.09162590000778437
merged_f4_t60,merged,60,4,2,MULTI,0.09178960000281222
merged_f4_t70,merged,70,4,2,NETSPA,0.1687437999935355
merged_f4_t70,merged,70,4,2,TVA,0.08442239998839796
merged_f4_t70,merged,70,4,2,MULTI,0.0832282000046689
merged_f4_t73,merged,73,4,2,NETSPA,0.17259760000160895
merged_f4_t73,merged,73,4,2,TVA,0.09394749999046326
merged_f4_t73,merged,73,4,2,MULTI,0.11081320000812411
merged_f4_t70,merged,70,4,3,NETSPA,0.15937519998988137
merged_f4_t70,merged,70,4,3,TVA,0.056734299985691905
merged_f4_t70,merged,70,4,3,MULTI,0.19509090000065044
merged_f4_t60,merged,60,4,3,NETSPA,0.18662709998898208
merged_f4_t60,merged,60,4,3,TVA,0.07009880000259727
merged_f4_t60,merged,60,4,3,MULTI,0.19169750000583008
merged_f4_t73,merged,73,4,3,NETSPA,0.2041869999957271
merged_f4_t73,merged,73,4,3,TVA,0.07614220000687055
merged_f4_t73,merged,73,4,3,MULTI,0.171771199995419
merged_f5_t0,merged,0,5,0,NETSPA,0.14673340000445023
merged_f5_t0,merged,0,5,0,TVA,0.287038600014057
merged_f5_t0,merged,0,5,0,MULTI,0.3124119999993127
merged_f5_t10,merged,10,5,0,NETSPA,0.16862430001492612
merged_f5_t10,merged,10,5,0,TVA,0.3171454999828711
merged_f5_t10,merged,10,5,0,MULTI,0.3170299000048544
merged_f5_t20,merged,20,5,0,NETSPA,0.15680389999761246
merged_f5_t20,merged,20,5,0,TVA,0.323000599979423
merged_f5_t20,merged,20,5,0,MULTI,0.29143380001187325
merged_f5_t0,merged,0,5,1,NETSPA,0.09144910000031814
merged_f5_t0,merged,0,5,1,TVA,0.21390109998174012
merged_f5_t0,merged,0,5,1,MULTI,0.14303770000697114
merged_f5_t10,merged,10,5,1,NETSPA,0.11468249998870306
merged_f5_t10,merged,10,5,1,TVA,0.20469340001000091
merged_f5_t10,merged,10,5,1,MULTI,0.16078370000468567
merged_f5_t20,merged,20,5,1,NETSPA,0.08376560002216138
merged_f5_t20,merged,20,5,1,TVA,0.18238660000497475
merged_f5_t20,merged,20,5,1,MULTI,0.13372300000628456
merged_f5_t0,merged,0,5,2,NETSPA,0.16029689999413677
merged_f5_t0,merged,0,5,2,TVA,0.09729459998197854
merged_f5_t0,merged,0,5,2,MULTI,0.19177820000913925
merged_f5_t10,merged,10,5,2,NETSPA,0.16508930001873523
merged_f5_t10,merged,10,5,2,TVA,0.08166799999889918
merged_f5_t10,merged,10,5,2,MULTI,0.17188769998028874
merged_f5_t20,merged,20,5,2,NETSPA,0.1849410999857355
merged_f5_t20,merged,20,5,2,TVA,0.10759040000266396
merged_f5_t20,merged,20,5,2,MULTI,0.09681679998175241
merged_f5_t0,merged,0,5,3,NETSPA,0.08633769999141805
merged_f5_t0,merged,0,5,3,TVA,0.05613110002013855
merged_f5_t0,merged,0,5,3,MULTI,0.18318380002165213
merged_f5_t10,merged,10,5,3,NETSPA,0.09238190000178292
merged_f5_t10,merged,10,5,3,TVA,0.09166380000533536
merged_f5_t10,merged,10,5,3,MULTI,0.19899100001202896
merged_f5_t20,merged,20,5,3,NETSPA,0.1779390999872703
merged_f5_t20,merged,20,5,3,TVA,0.07785339999827556
merged_f5_t20,merged,20,5,3,MULTI,0.1540986000036355
merged_f5_t30,merged,30,5,0,NETSPA,0.15614959999220446
merged_f5_t30,merged,30,5,0,TVA,0.31219029999920167
merged_f5_t30,merged,30,5,0,MULTI,0.24652980000246316
merged_f5_t40,merged,40,5,0,NETSPA,0.16261650001979433
merged_f5_t40,merged,40,5,0,TVA,0.2782001000014134
merged_f5_t40,merged,40,5,0,MULTI,0.33033110000542365
merged_f5_t50,merged,50,5,0,NETSPA,0.14204000000609085
merged_f5_t50,merged,50,5,0,TVA,0.3067317999957595
merged_f5_t50,merged,50,5,0,MULTI,0.27926760000991635
merged_f5_t30,merged,30,5,1,NETSPA,0.15144239997607656
merged_f5_t30,merged,30,5,1,TVA,0.10157319999416359
merged_f5_t30,merged,30,5,1,MULTI,0.11566889999085106
merged_f5_t40,merged,40,5,1,NETSPA,0.1972593999817036
merged_f5_t40,merged,40,5,1,TVA,0.10651419998612255
merged_f5_t40,merged,40,5,1,MULTI,0.15520720000495203
merged_f5_t30,merged,30,5,2,NETSPA,0.1442345999821555
merged_f5_t30,merged,30,5,2,TVA,0.0724194000067655
merged_f5_t30,merged,30,5,2,MULTI,0.1971827000088524
merged_f5_t50,merged,50,5,1,NETSPA,0.08654349998687394
merged_f5_t50,merged,50,5,1,TVA,0.2064126000041142
merged_f5_t50,merged,50,5,1,MULTI,0.13222379999933764
merged_f5_t40,merged,40,5,2,NETSPA,0.15318500000284985
merged_f5_t40,merged,40,5,2,TVA,0.09303029999136925
merged_f5_t40,merged,40,5,2,MULTI,0.1760945999994874
merged_f5_t30,merged,30,5,3,NETSPA,0.07174789998680353
merged_f5_t30,merged,30,5,3,TVA,0.07515290001174435
merged_f5_t30,merged,30,5,3,MULTI,0.16303729999344796
merged_f5_t50,merged,50,5,2,NETSPA,0.11785539999254979
merged_f5_t50,merged,50,5,2,TVA,0.0966228999895975
merged_f5_t50,merged,50,5,2,MULTI,0.19808519998332486
merged_f5_t40,merged,40,5,3,NETSPA,0.07289660000242293
merged_f5_t40,merged,40,5,3,TVA,0.07021810000878759
merged_f5_t40,merged,40,5,3,MULTI,0.2119253000128083
merged_f5_t50,merged,50,5,3,NETSPA,0.07153220000327565
merged_f5_t50,merged,50,5,3,TVA,0.07624669998767786
merged_f5_t50,merged,50,5,3,MULTI,0.14112340001156554
merged_f5_t60,merged,60,5,0,NETSPA,0.12921270000515506
merged_f5_t60,merged,60,5,0,TVA,0.29343980000703596
merged_f5_t60,merged,60,5,0,MULTI,0.2751836999959778
merged_f5_t70,merged,70,5,0,NETSPA,0.12990529998205602
merged_f5_t70,merged,70,5,0,TVA,0.25967600001604296
merged_f5_t70,merged,70,5,0,MULTI,0.2549651999725029
merged_f5_t71,merged,71,5,0,NETSPA,0.13030020002042875
merged_f5_t71,merged,71,5,0,TVA,0.3136057000083383
merged_f5_t71,merged,71,5,0,MULTI,0.27218190001440234
merged_f5_t60,merged,60,5,1,NETSPA,0.15761470000143163
merged_f5_t60,merged,60,5,1,TVA,0.08803060001810081
merged_f5_t60,merged,60,5,1,MULTI,0.2580831000232138
merged_f5_t70,merged,70,5,1,NETSPA,0.20396020001498982
merged_f5_t70,merged,70,5,1,TVA,0.09851379998144694
merged_f5_t70,merged,70,5,1,MULTI,0.1994706999976188
merged_f5_t71,merged,71,5,1,NETSPA,0.18736389998230152
merged_f5_t71,merged,71,5,1,TVA,0.09811089999857359
merged_f5_t71,merged,71,5,1,MULTI,0.14015459999791346
merged_f5_t60,merged,60,5,2,NETSPA,0.09174160001566634
merged_f5_t60,merged,60,5,2,TVA,0.09518879998358898
merged_f5_t60,merged,60,5,2,MULTI,0.1858850000135135
merged_f5_t70,merged,70,5,2,NETSPA,0.06620180001482368
merged_f5_t70,merged,70,5,2,TVA,0.09329729998717085
merged_f5_t70,merged,70,5,2,MULTI,0.19432870001764968
merged_f5_t60,merged,60,5,3,NETSPA,0.08185309998225421
merged_f5_t60,merged,60,5,3,TVA,0.1804231999849435
merged_f5_t60,merged,60,5,3,MULTI,0.07790040000691079
merged_f5_t71,merged,71,5,2,NETSPA,0.1770795000193175
merged_f5_t71,merged,71,5,2,TVA,0.08644230000209063
merged_f5_t71,merged,71,5,2,MULTI,0.1867637000104878
merged_f5_t70,merged,70,5,3,NETSPA,0.06473350001033396
merged_f5_t70,merged,70,5,3,TVA,0.1834177999990061
merged_f5_t70,merged,70,5,3,MULTI,0.08842890002415515
merged_f5_t71,merged,71,5,3,NETSPA,0.07811930001480505
merged_f5_t71,merged,71,5,3,TVA,0.08680400002049282
merged_f5_t71,merged,71,5,3,MULTI,0.15080470000975765
