network,scan,step,filter,aggregation,model,aggregation_time
merged_f4_t30,merged,30,4,3,NETSPA,0.007137799984775484
merged_f4_t30,merged,30,4,3,TVA,0.007137799984775484
merged_f4_t30,merged,30,4,3,MULTI,0.007137799984775484
merged_f4_t40,merged,40,4,0,NETSPA,0
merged_f4_t40,merged,40,4,0,TVA,0
merged_f4_t40,merged,40,4,0,MULTI,0
merged_f4_t40,merged,40,4,1,NETSPA,0.007836700009647757
merged_f4_t40,merged,40,4,1,TVA,0.007836700009647757
merged_f4_t40,merged,40,4,1,MULTI,0.007836700009647757
merged_f4_t40,merged,40,4,2,NETSPA,0.013572400028351694
merged_f4_t40,merged,40,4,2,TVA,0.013572400028351694
merged_f4_t40,merged,40,4,2,MULTI,0.013572400028351694
merged_f4_t40,merged,40,4,3,NETSPA,0.008417199976975098
merged_f4_t40,merged,40,4,3,TVA,0.008417199976975098
merged_f4_t40,merged,40,4,3,MULTI,0.008417199976975098
merged_f4_t50,merged,50,4,0,NETSPA,0
merged_f4_t50,merged,50,4,0,TVA,0
merged_f4_t50,merged,50,4,0,MULTI,0
merged_f4_t50,merged,50,4,1,NETSPA,0.007813800009898841
merged_f4_t50,merged,50,4,1,TVA,0.007813800009898841
merged_f4_t50,merged,50,4,1,MULTI,0.007813800009898841
merged_f4_t50,merged,50,4,2,NETSPA,0.010009099991293624
merged_f4_t50,merged,50,4,2,TVA,0.010009099991293624
merged_f4_t50,merged,50,4,2,MULTI,0.010009099991293624
merged_f4_t50,merged,50,4,3,NETSPA,0.004787600017152727
merged_f4_t50,merged,50,4,3,TVA,0.004787600017152727
merged_f4_t50,merged,50,4,3,MULTI,0.004787600017152727
merged_f4_t60,merged,60,4,0,NETSPA,0
merged_f4_t60,merged,60,4,0,TVA,0
merged_f4_t60,merged,60,4,0,MULTI,0
merged_f4_t60,merged,60,4,1,NETSPA,0.008273799991002306
merged_f4_t60,merged,60,4,1,TVA,0.008273799991002306
merged_f4_t60,merged,60,4,1,MULTI,0.008273799991002306
merged_f4_t60,merged,60,4,2,NETSPA,0.01679970000986941
merged_f4_t60,merged,60,4,2,TVA,0.01679970000986941
merged_f4_t60,merged,60,4,2,MULTI,0.01679970000986941
merged_f4_t60,merged,60,4,3,NETSPA,0.007808700000168756
merged_f4_t60,merged,60,4,3,TVA,0.007808700000168756
merged_f4_t60,merged,60,4,3,MULTI,0.007808700000168756
merged_f4_t70,merged,70,4,0,NETSPA,0
merged_f4_t70,merged,70,4,0,TVA,0
merged_f4_t70,merged,70,4,0,MULTI,0
merged_f4_t70,merged,70,4,1,NETSPA,0.009160500019788742
merged_f4_t70,merged,70,4,1,TVA,0.009160500019788742
merged_f4_t70,merged,70,4,1,MULTI,0.009160500019788742
merged_f4_t70,merged,70,4,2,NETSPA,0.01650499997776933
merged_f4_t70,merged,70,4,2,TVA,0.01650499997776933
merged_f4_t70,merged,70,4,2,MULTI,0.01650499997776933
merged_f4_t70,merged,70,4,3,NETSPA,0.008813000022200868
merged_f4_t70,merged,70,4,3,TVA,0.008813000022200868
merged_f4_t70,merged,70,4,3,MULTI,0.008813000022200868
merged_f4_t73,merged,73,4,0,NETSPA,0
merged_f4_t73,merged,73,4,0,TVA,0
merged_f4_t73,merged,73,4,0,MULTI,0
merged_f4_t73,merged,73,4,1,NETSPA,0.008233600005041808
merged_f4_t73,merged,73,4,1,TVA,0.008233600005041808
merged_f4_t73,merged,73,4,1,MULTI,0.008233600005041808
merged_f4_t73,merged,73,4,2,NETSPA,0.01729609997710213
merged_f4_t73,merged,73,4,2,TVA,0.01729609997710213
merged_f4_t73,merged,73,4,2,MULTI,0.01729609997710213
merged_f4_t73,merged,73,4,3,NETSPA,0.009721000009449199
merged_f4_t73,merged,73,4,3,TVA,0.009721000009449199
merged_f4_t73,merged,73,4,3,MULTI,0.009721000009449199
merged_f5_t0,merged,0,5,0,NETSPA,0
merged_f5_t0,merged,0,5,0,TVA,0
merged_f5_t0,merged,0,5,0,MULTI,0
merged_f5_t0,merged,0,5,1,NETSPA,0.0087370999972336
merged_f5_t0,merged,0,5,1,TVA,0.0087370999972336
merged_f5_t0,merged,0,5,1,MULTI,0.0087370999972336
merged_f5_t0,merged,0,5,2,NETSPA,0.015503999980865046
merged_f5_t0,merged,0,5,2,TVA,0.015503999980865046
merged_f5_t0,merged,0,5,2,MULTI,0.015503999980865046
merged_f5_t0,merged,0,5,3,NETSPA,0.004211299994494766
merged_f5_t0,merged,0,5,3,TVA,0.004211299994494766
merged_f5_t0,merged,0,5,3,MULTI,0.004211299994494766
merged_f5_t10,merged,10,5,0,NETSPA,0
merged_f5_t10,merged,10,5,0,TVA,0
merged_f5_t10,merged,10,5,0,MULTI,0
merged_f5_t10,merged,10,5,1,NETSPA,0.00849860001471825
merged_f5_t10,merged,10,5,1,TVA,0.00849860001471825
merged_f5_t10,merged,10,5,1,MULTI,0.00849860001471825
merged_f5_t10,merged,10,5,2,NETSPA,0.013890400005038828
merged_f5_t10,merged,10,5,2,TVA,0.013890400005038828
merged_f5_t10,merged,10,5,2,MULTI,0.013890400005038828
merged_f5_t10,merged,10,5,3,NETSPA,0.0053666000021621585
merged_f5_t10,merged,10,5,3,TVA,0.0053666000021621585
merged_f5_t10,merged,10,5,3,MULTI,0.0053666000021621585
merged_f5_t20,merged,20,5,0,NETSPA,0
merged_f5_t20,merged,20,5,0,TVA,0
merged_f5_t20,merged,20,5,0,MULTI,0
merged_f5_t20,merged,20,5,1,NETSPA,0.006636400008574128
merged_f5_t20,merged,20,5,1,TVA,0.006636400008574128
merged_f5_t20,merged,20,5,1,MULTI,0.006636400008574128
merged_f5_t20,merged,20,5,2,NETSPA,0.013480599998729303
merged_f5_t20,merged,20,5,2,TVA,0.013480599998729303
merged_f5_t20,merged,20,5,2,MULTI,0.013480599998729303
merged_f5_t20,merged,20,5,3,NETSPA,0.011046200001146644
merged_f5_t20,merged,20,5,3,TVA,0.011046200001146644
merged_f5_t20,merged,20,5,3,MULTI,0.011046200001146644
merged_f5_t30,merged,30,5,0,NETSPA,0
merged_f5_t30,merged,30,5,0,TVA,0
merged_f5_t30,merged,30,5,0,MULTI,0
merged_f5_t30,merged,30,5,1,NETSPA,0.007320800010347739
merged_f5_t30,merged,30,5,1,TVA,0.007320800010347739
merged_f5_t30,merged,30,5,1,MULTI,0.007320800010347739
merged_f5_t30,merged,30,5,2,NETSPA,0.016586000012466684
merged_f5_t30,merged,30,5,2,TVA,0.016586000012466684
merged_f5_t30,merged,30,5,2,MULTI,0.016586000012466684
merged_f5_t30,merged,30,5,3,NETSPA,0.010468599997693673
merged_f5_t30,merged,30,5,3,TVA,0.010468599997693673
merged_f5_t30,merged,30,5,3,MULTI,0.010468599997693673
merged_f5_t40,merged,40,5,0,NETSPA,0
merged_f5_t40,merged,40,5,0,TVA,0
merged_f5_t40,merged,40,5,0,MULTI,0
merged_f5_t40,merged,40,5,1,NETSPA,0.007925399986561388
merged_f5_t40,merged,40,5,1,TVA,0.007925399986561388
merged_f5_t40,merged,40,5,1,MULTI,0.007925399986561388
merged_f5_t40,merged,40,5,2,NETSPA,0.01590629998827353
merged_f5_t40,merged,40,5,2,TVA,0.01590629998827353
merged_f5_t40,merged,40,5,2,MULTI,0.01590629998827353
merged_f5_t40,merged,40,5,3,NETSPA,0.00781700000516139
merged_f5_t40,merged,40,5,3,TVA,0.00781700000516139
merged_f5_t40,merged,40,5,3,MULTI,0.00781700000516139
merged_f5_t50,merged,50,5,0,NETSPA,0
merged_f5_t50,merged,50,5,0,TVA,0
merged_f5_t50,merged,50,5,0,MULTI,0
merged_f5_t50,merged,50,5,1,NETSPA,0.005643600015901029
merged_f5_t50,merged,50,5,1,TVA,0.005643600015901029
merged_f5_t50,merged,50,5,1,MULTI,0.005643600015901029
merged_f5_t50,merged,50,5,2,NETSPA,0.01797789998818189
merged_f5_t50,merged,50,5,2,TVA,0.01797789998818189
merged_f5_t50,merged,50,5,2,MULTI,0.01797789998818189
merged_f5_t50,merged,50,5,3,NETSPA,0.004903699998976663
merged_f5_t50,merged,50,5,3,TVA,0.004903699998976663
merged_f5_t50,merged,50,5,3,MULTI,0.004903699998976663
merged_f5_t60,merged,60,5,0,NETSPA,0
merged_f5_t60,merged,60,5,0,TVA,0
merged_f5_t60,merged,60,5,0,MULTI,0
merged_f5_t60,merged,60,5,1,NETSPA,0.010386900015873834
merged_f5_t60,merged,60,5,1,TVA,0.010386900015873834
merged_f5_t60,merged,60,5,1,MULTI,0.010386900015873834
merged_f5_t60,merged,60,5,2,NETSPA,0.021778499998617917
merged_f5_t60,merged,60,5,2,TVA,0.021778499998617917
merged_f5_t60,merged,60,5,2,MULTI,0.021778499998617917
merged_f5_t60,merged,60,5,3,NETSPA,0.011556999990716577
merged_f5_t60,merged,60,5,3,TVA,0.011556999990716577
merged_f5_t60,merged,60,5,3,MULTI,0.011556999990716577
merged_f5_t70,merged,70,5,0,NETSPA,0
merged_f5_t70,merged,70,5,0,TVA,0
merged_f5_t70,merged,70,5,0,MULTI,0
merged_f5_t70,merged,70,5,1,NETSPA,0.005598300020210445
merged_f5_t70,merged,70,5,1,TVA,0.005598300020210445
merged_f5_t70,merged,70,5,1,MULTI,0.005598300020210445
merged_f5_t70,merged,70,5,2,NETSPA,0.0172473999846261
merged_f5_t70,merged,70,5,2,TVA,0.0172473999846261
merged_f5_t70,merged,70,5,2,MULTI,0.0172473999846261
merged_f5_t70,merged,70,5,3,NETSPA,0.004688999993959442
merged_f5_t70,merged,70,5,3,TVA,0.004688999993959442
merged_f5_t70,merged,70,5,3,MULTI,0.004688999993959442
merged_f5_t71,merged,71,5,0,NETSPA,0
merged_f5_t71,merged,71,5,0,TVA,0
merged_f5_t71,merged,71,5,0,MULTI,0
merged_f5_t71,merged,71,5,1,NETSPA,0.005816899996716529
merged_f5_t71,merged,71,5,1,TVA,0.005816899996716529
merged_f5_t71,merged,71,5,1,MULTI,0.005816899996716529
merged_f5_t71,merged,71,5,2,NETSPA,0.012607200013007969
merged_f5_t71,merged,71,5,2,TVA,0.012607200013007969
merged_f5_t71,merged,71,5,2,MULTI,0.012607200013007969
merged_f5_t71,merged,71,5,3,NETSPA,0.006402800005162135
merged_f5_t71,merged,71,5,3,TVA,0.006402800005162135
merged_f5_t71,merged,71,5,3,MULTI,0.006402800005162135
